name_key,as_of_fight_date,name,reach,win_ratio_dec_avg,sig_str_land_per_min_dec_avg,sig_str_def_dec_avg,td_land_per_min_dec_avg,td_def_dec_avg,sub_att_per_min_dec_avg,ko_sub_per_win_dec_avg,division_last,dob
daniel spitz,2019-10-18,daniel spitz,82.0,0.497504986438307,3.316479726480828,0.4501672575356005,0.0918216043231594,0.3885077186963979,0.0080784478199106,0.970549707993993,Heavyweight,1990-07-31
daniel spohn,2014-07-06,daniel spohn,79.0,,,,,,,,Light Heavyweight,
daniel teymur,2019-12-14,daniel teymur,69.0,0.4930000000000001,3.5319227905883186,0.4348445372136892,0.0765078730923227,0.3816089593763693,0.0160253284365847,0.4509292388218044,Featherweight,1988-02-03
daniel zellhuber,2026-02-28,daniel zellhuber,77.0,0.4990224214711062,4.802590036821198,0.4375848276806327,0.0372023874915816,0.30029638689683,0.0195308643228942,0.6580397625140636,Lightweight,1999-07-07
daniil donchenko,2026-06-27,daniil donchenko,71.0,0.507,5.533017422903095,0.3128662966426171,0.0793166335548745,0.3355328035652518,0.0114562990064661,0.5918553377632992,Welterweight,2001-08-04
danillo villefort,2009-08-08,danillo villefort,74.0,,,,,,,,Welterweight,
danilo belluardo,2019-09-28,danilo belluardo,74.0,0.507,4.0336,0.3179621471284339,0.0352,0.3649439297903462,0.0103,0.6152530690911471,Lightweight,1994-07-21
danilo marques,2022-02-05,danilo marques,77.0,0.4964289399130577,6.795216353329864,0.5091917673530714,0.0973945040400195,0.3432179673238495,0.0315750541302732,0.7949017374941656,Light Heavyweight,1985-12-26
danny abbadi,2006-09-23,danny abbadi,72.0,0.507,3.1206,0.1929618407811162,0.0352,0.2113479997439042,0.0103,0.6152530690911471,Lightweight,
danny barlow,2025-10-18,danny barlow,79.0,0.5014519279116701,4.41248384973828,0.4908852922087675,0.0443474100861876,0.314770624891134,0.0121303200237759,0.5985547069925864,Middleweight,1995-08-02
danny castillo,2015-12-19,danny castillo,71.0,0.4990810661241834,3.3728890880186566,0.5068005219039218,0.1403139983700518,0.3351812599179054,0.0649881243866185,0.442080163588301,Lightweight,1979-08-25
danny chavez,2022-06-18,danny chavez,67.0,0.4991557873762567,4.071855678712888,0.3906210482019093,0.0838851098563971,0.41625954651316,0.0202707518924241,0.4556434239049854,Featherweight,1987-03-14
danny downes,2011-10-29,danny downes,72.0,0.507,4.1914,0.2685888788980529,0.2262,0.3531788793103448,0.0159,0.5918553377632993,Lightweight,1986-04-08
danny henry,2020-07-11,danny henry,73.0,0.4985072204001443,3.633602502600292,0.4403057796779174,0.0602174604054113,0.3577166126693447,0.0353595788387734,0.3858428127217618,Featherweight,1988-07-17
danny martinez,2015-11-14,danny martinez,67.0,0.5022661847463279,3.970616145004904,0.4762562326174284,0.1374553272602507,0.3966587923969037,0.0195336311350036,0.4404385421078354,Flyweight,1985-06-14
danny mitchell,2014-08-23,danny mitchell,74.0,0.507,1.6903,0.4026223043535954,0.204,0.3531788793103448,0.0952,0.4227538126880709,Welterweight,1986-08-08
danny roberts,2023-07-22,danny roberts,74.0,0.498600236684649,3.0734160357028752,0.5117366769525076,0.0559690383680975,0.3550510522653236,0.016322864019396,0.6018247192191554,Welterweight,1987-07-14
danny silva,2026-03-21,danny silva,70.0,0.507,4.2207994726396505,0.3654382814105988,0.1338718522830793,0.2823475155290128,0.0309712083919781,0.3793262654368196,Featherweight,1997-01-30
dante rivera,2008-06-21,dante rivera,75.0,,,,,,,,Middleweight,
darian weeks,2022-09-10,darian weeks,72.0,0.493,4.589106973115229,0.5002076878193784,0.1349070708265933,0.3531788793103447,0.0082,0.6087605199088783,Welterweight,1993-11-23
darko stosic,2020-01-25,darko stosic,76.0,0.4989648417523179,2.812261158402055,0.4079041206282789,0.0711820047608609,0.2808414946258002,0.0116215110639073,0.7893919911814258,Light Heavyweight,1992-02-09
daron cruickshank,2016-01-17,daron cruickshank,72.0,0.5008876482644167,3.5204026059299447,0.4104208433522188,0.1063392663017561,0.3689912738652904,0.0115296724053626,0.6229107167033854,Lightweight,1985-06-11
darrel gholar,1999-01-08,darrel gholar,75.0,,,,,,,,Middleweight,
darrell horcher,2018-11-30,darrell horcher,70.0,0.4985528173097341,3.801934379980476,0.4899370604725212,0.1947147857084235,0.4499922664775768,0.0431630740757298,0.5550968309922449,Lightweight,1987-07-28
darrell montague,2015-07-12,darrell montague,67.0,0.493,2.518316059360045,0.4585310001909461,0.0851304319213601,0.4200140996616926,0.068297691455941,0.4158863055041299,Flyweight,1987-11-03
darren elkins,2025-04-12,darren elkins,71.0,0.5023716093125,3.3919158068533237,0.4874134562325136,0.1764917883364612,0.3909663815487646,0.0423815466598385,0.388303262851022,Featherweight,1984-05-16
darren stewart,2021-08-28,darren stewart,74.0,0.4958261450545927,4.038545722952006,0.5034669355501574,0.1813999330249224,0.3616641714800981,0.0123008207754834,0.794163117355904,Light Heavyweight,1990-12-30
darren till,2022-12-10,darren till,74.0,0.4987654809642785,2.685853463920249,0.4550402253609877,0.0526227317417681,0.3193796772622043,0.0095313549690709,0.6149195204361446,Middleweight,1992-12-24
darren uyenoyama,2013-12-14,darren uyenoyama,65.0,0.5012555976685151,1.97515562166314,0.3518642590989665,0.0740020466883509,0.4235118347377475,0.069163834913338,0.4996921931470465,Flyweight,1979-10-15
darrick minner,2022-11-05,darrick minner,69.0,0.4981617146200976,3.1773825019184536,0.5672631217922027,0.1342775161494826,0.3466893372250217,0.12361404303686,0.384357068073992,Featherweight,1990-04-28
darrill schoonover,2009-12-05,darrill schoonover,78.0,,,,,,,,Heavyweight,
darrius flowers,2026-04-04,darrius flowers,71.0,0.5025839803744173,4.062500788147392,0.4747998038116899,0.0942801174737258,0.359169039805338,0.0363508012543465,0.5534580099473595,Lightweight,1994-08-25
dashon johnson,2014-09-13,dashon johnson,71.0,0.500946613325145,3.742473176918608,0.4042835789885829,0.1261811898758123,0.3256029545158546,0.0231471803781322,0.3860378220023231,Featherweight,1988-01-25
dave galera,2014-01-04,dave galera,69.0,,,,,,,,Bantamweight,
dave herman,2013-07-06,dave herman,77.0,0.4994984481111184,3.401444715126512,0.511809709379177,0.0531557935355025,0.3952964186431963,0.0093621890393128,0.966647142300846,Heavyweight,1984-10-03
dave menne,2006-12-13,dave menne,74.0,0.4997377611196238,2.9804470095614657,0.441298785807205,0.1934326337559638,0.323398860648217,0.0134017239236461,0.6254476420444509,Welterweight,
dave strasser,2003-09-26,dave strasser,74.0,,,,,,,,Welterweight,
davey grant,2026-04-25,davey grant,69.0,0.5011574238733475,4.787240939534583,0.4733223556320811,0.0565588232909883,0.3531532444216622,0.0188236153714338,0.5833314009953853,Bantamweight,1985-12-18
davi ramos,2020-07-18,davi ramos,70.0,0.502318058197918,3.0615672276847854,0.4229536733289929,0.1400705786971328,0.3528828024645352,0.0508750288068679,0.7235823030080435,Lightweight,1986-11-05
david abbott,2003-11-21,david abbott,78.0,0.4993048813925377,6.444205192964755,0.4707473168140748,0.0390450348670895,0.3750489544850454,0.0075,0.9670260845426614,Heavyweight,
david baron,2008-10-18,david baron,72.0,,,,,,,,Lightweight,1973-02-15
david bielkheden,2009-04-18,david bielkheden,71.0,0.4993542046842832,2.802582414383261,0.3820251123217629,0.0639012824288665,0.3632530293558966,0.0460308626744894,0.6287473151852624,Lightweight,1979-06-06
david branch,2019-03-30,david branch,78.0,0.4994836947901116,2.8984723705807194,0.4756709167903253,0.1504118506041084,0.3649394387111546,0.0145707940642128,0.6257677420281081,Middleweight,1981-09-26
david dodd,2000-06-09,david dodd,75.0,0.507,3.0731,0.3503445860589611,0.0398,0.3586225095659058,0.1459,0.9533772495858964,Middleweight,
david dvorak,2023-06-10,david dvorak,68.0,0.4992282381921867,3.129469597567019,0.4248183049038582,0.0807828040562712,0.3512339010553094,0.0356753657496023,0.4633183279265613,Flyweight,1992-06-05
david heath,2008-02-02,david heath,72.0,0.5001470078597974,3.108887971374029,0.4627489191793362,0.1035807679961503,0.4173540460143592,0.0141769663447425,0.7921590597752526,Light Heavyweight,1976-02-10
david kaplan,2009-05-23,david kaplan,72.0,0.507,1.6858,0.3163650153469188,0.1656,0.4455348016443632,0.0973,0.4394664779222479,Lightweight,
david lee,2007-04-21,david lee,72.0,0.507,3.355,0.3776873113984175,0.1798,0.3649439297903462,0.1229,0.8461628629228862,Lightweight,
david loiseau,2010-06-12,david loiseau,76.0,0.4975550872810382,2.2418142947674635,0.5797478889864655,0.0505401934457041,0.4473730016622066,0.0170006417585163,0.6275651098751263,Middleweight,1979-12-17
david martinez,2026-02-28,david martinez,67.0,0.5009054303432607,5.0901533962099945,0.4573197203676813,0.0742335187154097,0.3573817941595411,0.0109445566887437,0.5778057467302347,Bantamweight,1998-08-03
david michaud,2015-04-25,david michaud,72.0,0.4994333458845557,3.738194573822983,0.5006905380304574,0.0736082611638045,0.3334060826980456,0.0116049943519499,0.6139808533269506,Lightweight,1988-11-10
david mitchell,2013-10-09,david mitchell,75.0,0.4965067230931976,2.949504317751638,0.456221495814674,0.0671845942518372,0.3664739271719931,0.021658917089934,0.5858977065479141,Welterweight,1979-10-24
david onama,2025-11-01,david onama,74.0,0.4945005181188072,3.1032400074022357,0.4836657945457261,0.0880695901849203,0.3667036867391737,0.0228059895936196,0.4565645786609036,Featherweight,1994-06-07
david roberts,1999-05-07,david roberts,72.0,,,,,,,,Lightweight,
david terrell,2006-04-15,david terrell,75.0,0.4994432448313773,3.164951662245397,0.516582929101596,0.1575158926002921,0.3520558002936857,0.0635775208920767,0.6215942751989526,Middleweight,
david teymur,2019-02-02,david teymur,73.0,0.4975574716962781,3.3656645733498336,0.4742090491055364,0.083336360737965,0.4143401605243376,0.0333148572919601,0.5314699760683873,Lightweight,1989-05-01
david velasquez,2000-03-10,david velasquez,72.0,0.5,3.4874,0.5650400920256744,0.1005,0.3186312483448708,0.0132,0.6327924829221979,Lightweight,
david zawada,2021-09-04,david zawada,75.0,0.498004969850196,3.961167600326344,0.4220736922741745,0.0780843462824722,0.3449523495216898,0.0118945300064363,0.6030169042873955,Welterweight,1990-08-01
dean barry,2022-04-23,dean barry,72.0,,,,,,,,Welterweight,1992-07-03
dean lister,2008-12-27,dean lister,75.0,0.4950761943343642,2.462527406178095,0.4329227336205933,0.0536682435301984,0.426642194584569,0.016186990863084,0.6304008861194644,Middleweight,1976-02-13
deiveson figueiredo,2026-05-30,deiveson figueiredo,68.0,0.4989437759885994,3.912903991820064,0.4310458936559644,0.0684815432955198,0.3603262805153791,0.011649434968134,0.5768593120320603,Bantamweight,1987-12-18
delson heleno,2012-06-23,delson heleno,75.0,,,,,,,,Middleweight,
demetrious johnson,2018-08-04,demetrious johnson,66.0,0.5065630950576927,3.556519122196475,0.347615735890559,0.1871625353892931,0.3618281409312349,0.0545343569964095,0.4748083933706667,Flyweight,1986-08-13
demian maia,2021-06-12,demian maia,72.0,0.5016617146206053,2.714656954357282,0.4246942916193181,0.1436039012702562,0.3681562742703971,0.0511838830715517,0.6519703332276474,Welterweight,1977-11-06
denis kang,2009-11-14,denis kang,77.0,0.4970304305658369,2.914745844905392,0.4241350495576012,0.1319592276748598,0.3969808416503233,0.0456564898021745,0.6947075037573648,Middleweight,1977-09-17
denis stojnic,2009-06-13,denis stojnic,78.0,0.507,4.6581,0.4547473789234368,0.0647,0.3885077186963979,0.0124,0.9519614829544948,Heavyweight,1980-02-02
denis tiuliulin,2024-08-03,denis tiuliulin,77.0,0.5001454572824954,2.941054667406706,0.4348093849109287,0.113532977466017,0.351331242436447,0.0491348417579999,0.6251043534869801,Middleweight,1988-05-17
dennis bermudez,2019-01-19,dennis bermudez,66.0,0.4980270898687579,4.199548192194445,0.409567093010973,0.1705574092362913,0.3227465268050979,0.0352117259283665,0.3880654886172,Lightweight,1986-12-13
dennis buzukja,2026-08-01,dennis buzukja,70.0,0.495389667655878,4.1843581312439655,0.4704526766027878,0.0642291897351028,0.3704911347483127,0.022431309704308,0.4375944197198428,Featherweight,1997-10-01
dennis hallman,2011-12-10,dennis hallman,72.0,0.4929999999999999,2.4437019059437093,0.5303095889282591,0.058919705191228,0.3649439297903462,0.0113130070117699,0.6327924829221979,Lightweight,1975-12-02
dennis siver,2017-06-25,dennis siver,70.0,0.5043467610780543,5.248802226633609,0.3634786791218067,0.08924313178108,0.3627370976540175,0.0150794847103531,0.4905100727450546,Featherweight,1979-01-13
denys bondar,2024-02-24,denys bondar,69.0,0.5010611308089387,3.511839938567949,0.4512125605628798,0.1907703718833056,0.3556407445336741,0.0747402655150368,0.5056504526823317,Flyweight,1992-06-27
denzel freeman,2026-01-24,denzel freeman,78.0,0.493,3.6333,0.514197100896713,0.0645,0.3885077186963979,0.0124,0.979369042602738,Heavyweight,
dequan townsend,2020-10-03,dequan townsend,79.0,0.493,2.048052045700639,0.5851926283142719,0.0340352925199015,0.414360827385396,0.0089708661661141,0.7408547497212857,Middleweight,1986-05-11
derek brunson,2023-03-04,derek brunson,77.0,0.5024210314268854,3.76619617431961,0.4818346537338133,0.161460085646846,0.3555479495967144,0.0348718396399948,0.6223059984805573,Middleweight,1984-01-04
derek downey,2009-02-07,derek downey,75.0,,,,,,,,Middleweight,
deron winn,2022-06-18,deron winn,70.0,0.4972141871380092,3.369431291517193,0.5518477918807034,0.0519598226880251,0.359699670451156,0.0149966447441217,0.6286271109328451,Middleweight,1989-06-13
derrick krantz,2019-08-31,derrick krantz,72.0,0.4984432449131591,4.426333207302167,0.4970854009038802,0.0857594671528149,0.3531788793103448,0.013113587433408,0.6021877308574531,Welterweight,1988-01-13
derrick lewis,2026-06-14,derrick lewis,79.0,0.493,5.045257263274084,0.5806478131547299,0.0748151061019269,0.3831096680567604,0.0083817981065183,0.979369042602738,Heavyweight,1985-02-07
derrick noble,2006-04-15,derrick noble,74.0,0.4998439372800281,2.6707439759530804,0.4676024838987705,0.0806256124892012,0.49114806023362,0.1954366495816536,0.5255805494591623,Welterweight,
desmond green,2019-05-18,desmond green,73.0,0.5002803927458412,3.691557495164664,0.3649652688002444,0.0965365513122629,0.3229427078822433,0.0129515912871331,0.6236714956920628,Lightweight,1989-10-11
devin clark,2024-02-10,devin clark,75.0,0.499393174878853,3.171166980940976,0.5395903575533927,0.113306915793623,0.3625698545845244,0.0108844704518594,0.8049635195900554,Light Heavyweight,1990-04-12
devin powell,2018-11-17,devin powell,73.0,0.4991570101141578,3.3293088427573374,0.4594410263552157,0.055825983882429,0.4019534931638502,0.0425961494988901,0.5705754067328128,Lightweight,1988-03-01
devonte smith,2022-03-05,devonte smith,76.0,0.5001980746502686,3.953881584637352,0.4473914474167433,0.0793653266978156,0.3754352755297619,0.0334343689750842,0.6752832763414037,Lightweight,1993-07-30
dhiego lima,2021-06-19,dhiego lima,75.0,0.5017044287492377,3.4495766909712926,0.5517571447223655,0.0885574165782585,0.3515181696880117,0.054538860650223,0.562853399700559,Welterweight,1989-01-31
diego brandao,2016-01-02,diego brandao,64.0,0.5026593568344052,3.651507081402756,0.4372433487473566,0.1488292695702838,0.3465982043674488,0.0462165176572715,0.3868867948360531,Featherweight,1987-05-27
diego ferreira,2025-09-13,diego ferreira,74.0,0.4983353138901019,4.2795883486710204,0.4298434716555731,0.0801611126627636,0.3677069340426656,0.0274740414315914,0.5541616126405986,Lightweight,1985-01-18
diego lopes,2026-06-14,diego lopes,72.0,0.5016749916676244,4.242875235593428,0.50142975556975,0.0940459227975471,0.3379035097150846,0.0561685643416661,0.4289842115156104,Featherweight,1994-12-30
diego nunes,2013-01-19,diego nunes,67.0,0.501531217082211,3.5030781864170457,0.3826727307712224,0.0848528914637953,0.2876196701594448,0.0128,0.3855795584167497,Featherweight,1982-11-30
diego rivas,2018-05-19,diego rivas,69.0,0.4999381192154419,2.430778038991416,0.4782945013353235,0.1041360825102752,0.3624310663395518,0.0583390899911292,0.4801996164252869,Bantamweight,1991-11-11
diego sanchez,2020-09-26,diego sanchez,72.0,0.5009402946393163,3.0973341503948038,0.4971015993737275,0.0995921780684341,0.4155916577731814,0.0175499897560158,0.5862466402926138,Welterweight,1981-12-31
diego saraiva,2007-09-22,diego saraiva,72.0,0.507,2.4644,0.2854023844270348,0.115,0.3649439297903462,0.1422,0.7252824539339026,Lightweight,1982-04-23
dileno lopes,2016-07-07,dileno lopes,69.0,0.5023400806810345,3.668717058375582,0.3837420957306313,0.0759933396975832,0.3216158130821416,0.1170778895318166,0.5817338038425903,Bantamweight,1984-09-26
din thomas,2008-04-02,din thomas,72.0,0.5015583939884272,3.458058075346385,0.423416398268665,0.1976106238657709,0.3416595431752323,0.0664830373693811,0.6444315488685193,Lightweight,1976-09-28
ding meng,2026-05-30,ding meng,73.0,,,,,,,,Welterweight,1994-09-27
diyar nurgozhay,2026-03-07,diyar nurgozhay,74.0,0.507,3.8025,0.2739327838300959,0.025,0.333006616025484,0.0048,0.9519614829544948,Light Heavyweight,1997-04-22
djorden santos,2026-05-09,djorden santos,75.0,0.4929999999999999,3.7353762936323207,0.5645158159174987,0.0429019068543873,0.3185982641225185,0.0123788080538676,0.6339365954150863,Middleweight,1997-08-01
dmitrii smoliakov,2019-04-27,dmitrii smoliakov,74.0,0.507,2.6804,0.4593646832369036,0.1019,0.3885077186963979,0.0718,0.940208872053822,Heavyweight,1982-08-05
dmitry sosnovskiy,2018-03-17,dmitry sosnovskiy,77.0,0.497001531867671,3.618557696712112,0.439823958980641,0.115783201801975,0.3799658175029926,0.0359876470980578,0.9753041426148118,Heavyweight,1989-07-06
dokonjonosuke mishima,2007-04-05,dokonjonosuke mishima,72.0,0.4987499203112053,2.9779233098144213,0.5038996988081491,0.1295211467141328,0.3617186919617161,0.0229308256134785,0.5907035478378664,Lightweight,
dom mar fan,2026-05-02,dom mar fan,75.0,0.507,5.5554,0.4998856748031634,0.0787,0.207986625412179,0.0103,0.6152530690911471,Lightweight,2000-03-19
domingo pilarte,2021-08-21,domingo pilarte,73.0,0.4996300070789105,4.357526387299172,0.3941339719366878,0.1331485831441835,0.33972074394342,0.0461108469733044,0.4765001517383364,Bantamweight,1990-01-05
dominic waters,2016-05-08,dominic waters,79.0,0.5000607485044293,2.996761369316442,0.4937467429133746,0.14803285279495,0.3195042004200478,0.0206505766660016,0.5800928852759404,Welterweight,1989-04-11
dominick cruz,2022-08-13,dominick cruz,68.0,0.4964206121454842,4.893102250870979,0.5265285816366766,0.0873796084087868,0.3773759889914428,0.0129792148410832,0.5758557512396307,Bantamweight,1985-03-09
dominick reyes,2026-04-11,dominick reyes,77.0,0.5012930117631459,4.503532389776002,0.4640066365310499,0.0629582547601529,0.3337195798902968,0.0187276578310974,0.7854125835158544,Light Heavyweight,1989-12-26
dominique steele,2017-06-10,dominique steele,74.0,0.499735330196178,3.841160907453124,0.4085388097391621,0.0607303966767062,0.2844996265134176,0.0246559403201246,0.5738249306323112,Welterweight,1988-01-27
don madge,2019-09-07,don madge,72.0,0.507,3.7612,0.39553151090582,0.0612,0.4455348016443632,0.0935,0.5127108909092892,Lightweight,1990-11-12
don shainis,2023-02-11,don shainis,67.0,0.4960902422090998,3.563464621943849,0.4714995898224815,0.0954497247105049,0.3401668619957564,0.0157468241118838,0.3898446706816469,Featherweight,1990-09-16
don tale mayes,2025-05-03,don'tale mayes,81.0,0.5024204106470518,3.989059906213322,0.5738853670695995,0.0354009162371908,0.3875203528766215,0.0068092679094573,0.9609268664084512,Heavyweight,1992-01-16
donald cerrone,2022-07-02,donald cerrone,73.0,0.4991891616023495,3.4408999424173814,0.4639693439038741,0.1020709958369807,0.392464495361377,0.0253476734828784,0.6511653830598144,Welterweight,1983-03-29
dong hyun kim,2017-06-17,dong hyun kim,76.0,0.5046228318649012,2.916766700648977,0.4438077935128044,0.1315758150376523,0.3305221422362666,0.0265777385884563,0.6038442973641465,Welterweight,1981-11-17
dong hyun ma,2019-12-21,dong hyun ma,70.0,0.4983489984789414,3.2340644422641383,0.4689417884664364,0.0916061961152393,0.3802409167689876,0.0151706588374023,0.6244052278354192,Lightweight,1988-09-09
donghun choi,2024-11-23,donghun choi,66.0,,,,,,,,Road to 3 Flyweight Tournament TitleBout,1999-01-02
dongi yang,2015-11-28,dongi yang,73.0,0.4960391701903128,3.435928448200728,0.339621022490312,0.0968762689023065,0.3840302185556959,0.0342080289945746,0.6268443974097175,Middleweight,1984-12-07
donny walker,2011-09-17,donny walker,69.0,0.507,3.7321,0.4285616700884745,0.1486,0.3563661873027008,0.0205,0.5751461021194715,Bantamweight,
donte johnson,2026-03-07,donte johnson,74.0,0.507,2.6247,0.3890951819938518,0.259,0.2880592513485318,0.0841,0.6334844162262785,Middleweight,1999-01-25
dooho choi,2026-05-16,dooho choi,70.0,0.5040810779786268,4.070208922766368,0.3900046375942193,0.1476326771902332,0.4104247933030048,0.0709676466521587,0.380382343022362,Featherweight,1991-04-10
dorian price,2007-12-08,dorian price,74.0,,,,,,,,Welterweight,
doug evans,2007-12-29,doug evans,72.0,0.507,4.6276,0.2526477143497258,0.0627,0.2113479997439042,0.0184,0.6152530690911471,Lightweight,1980-10-10
douglas silva de andrade,2026-02-28,douglas silva de andrade,68.0,0.4997564843077914,3.5116759909765447,0.4602045512061589,0.0560812555490493,0.3129085399992165,0.0263947730153306,0.6004020273062318,Featherweight,1985-06-22
drakkar klose,2025-08-16,drakkar klose,70.0,0.500135031410299,5.115672866211095,0.4520859005490947,0.0975562122522894,0.3844067479753863,0.0227143541592959,0.444801799518321,Lightweight,1988-03-09
drako rodriguez,2021-08-07,drako rodriguez,69.0,0.5038018817613465,4.111626478201055,0.3691333360788622,0.0655025987701105,0.3593874235171707,0.0127544544236279,0.5147162098169605,Bantamweight,1996-06-16
drew dober,2026-03-07,drew dober,70.0,0.5001214615990025,4.263040604721219,0.4865780741010596,0.0631156742160546,0.3560646863740445,0.0166309652082313,0.6244421081695073,Lightweight,1988-10-19
drew fickett,2007-04-05,drew fickett,70.0,0.4998263975867871,2.754605593706005,0.4677940681627672,0.0974532237458746,0.442218700700177,0.0870666887178777,0.6403845135631978,Welterweight,
drew mcfedries,2009-09-19,drew mcfedries,72.0,0.4961409746317224,3.1760963958597475,0.4721040365308662,0.0596704880530394,0.4772917797899268,0.0278860304005883,0.7917801779322493,Middleweight,1978-07-27
dricus du plessis,2026-07-18,dricus du plessis,76.0,0.5043044355262774,4.399549139535916,0.5037711813573617,0.1217553942984536,0.4081643543788477,0.0406796354533673,0.6189967689378857,Middleweight,1994-01-14
duane ludwig,2012-09-29,duane ludwig,70.0,0.5005567551686226,4.257746084544253,0.4466290584185974,0.1315558192597995,0.3531788793103447,0.0167722018498631,0.5996356397263702,Welterweight,1978-08-04
dusko todorovic,2026-08-01,dusko todorovic,74.0,0.4984855849492546,3.5087062405783183,0.482478487193294,0.1402370311272176,0.3821371684968211,0.0414561507775299,0.6292064219550317,Middleweight,1994-05-19
dustin hazelett,2010-12-11,dustin hazelett,76.0,0.4987773764458854,2.6277983378636875,0.4035531783118078,0.0680462347252958,0.412673831834649,0.0572744078849499,0.5771478874989571,Lightweight,1986-04-29
dustin jacoby,2026-07-25,dustin jacoby,76.0,0.5028001011278024,4.642636189673217,0.4463537961282507,0.0570886730584513,0.3604618979541693,0.0128969209256641,0.7831794609885764,Light Heavyweight,1988-04-04
dustin kimura,2014-12-13,dustin kimura,71.0,0.5007227772577333,3.276706239763292,0.4040387846659377,0.1156413846879217,0.3761395875487516,0.033230969849142,0.5200566497950854,Bantamweight,1989-05-21
dustin neace,2011-12-03,dustin neace,69.0,,,,,,,,Featherweight,
dustin ortiz,2019-01-19,dustin ortiz,65.0,0.4963454742751418,3.273927953439366,0.3830221783388945,0.1126272315386965,0.3651367233573662,0.0193749664100788,0.4501440648303456,Flyweight,1988-12-25
dustin pague,2013-10-19,dustin pague,74.0,0.4956237367693764,2.708821367639421,0.5448837256449871,0.085560896685926,0.386471228855575,0.1216441573963641,0.5778998798993253,Bantamweight,1987-08-05
dustin poirier,2025-07-19,dustin poirier,72.0,0.4980828154216368,4.668953485981176,0.4931918434045428,0.0620707124533389,0.3657219174522086,0.0118441565929946,0.4319574284652899,Lightweight,1989-01-19
dustin stoltzfus,2025-09-13,dustin stoltzfus,75.0,0.501343329222806,3.94528813054452,0.4272615397317105,0.0969261871067419,0.3567341148517496,0.0420079592518472,0.6225325996962321,Middleweight,1991-11-15
dwight grant,2022-07-16,dwight grant,76.0,0.4977454735179015,3.6230999947175433,0.4377339973622031,0.0732349937831348,0.3694390466292346,0.0107684504621255,0.6030302988955105,Middleweight,1984-09-14
dylan andrews,2015-05-09,dylan andrews,74.0,0.4988559304833335,2.96871662811332,0.5135026576126086,0.1707109032204358,0.3880949854822325,0.0159468076812107,0.6265586667631018,Middleweight,1979-11-15
dylan budka,2025-02-15,dylan budka,75.0,0.5007975788152425,3.5628713246440813,0.5045845601629753,0.125363914250452,0.3608039408194337,0.0735917020635828,0.6213463839783003,Middleweight,2000-01-14
ebenezer fontes braga,1998-10-16,ebenezer fontes braga,75.0,,,,,,,,Middleweight,
ed herman,2023-04-15,ed herman,77.0,0.4973774149823339,3.1015105746264964,0.3564226273382906,0.0716608590569739,0.3269794598947081,0.0135841378132515,0.6209769686900602,Light Heavyweight,1980-10-02
eddie alvarez,2018-07-28,eddie alvarez,69.0,0.5024357169527137,4.798332479826059,0.446571184272228,0.1213821531196664,0.3373538134853933,0.0131593486710004,0.6226107276041488,Lightweight,1984-01-11
eddie gordon,2015-06-27,eddie gordon,76.0,0.5006720931039672,3.158401305828788,0.3792176922663337,0.1240796023712332,0.4594912332491494,0.0065536212809067,0.8681827654481634,Middleweight,1983-07-22
eddie mendez,2013-06-08,eddie mendez,75.0,0.507,3.906,0.3984737289768307,0.1189,0.1880546510885526,0.0092,0.6162978953960615,Middleweight,1984-01-16
eddie ruiz,2003-06-06,eddie ruiz,72.0,0.4990689686436479,2.471190994601124,0.5184750982691992,0.1327324891786241,0.3819812557012855,0.0495326815878645,0.5530623979677813,Lightweight,
eddie sanchez,2008-12-10,eddie sanchez,74.0,0.5014943691014283,3.1103472511125605,0.4321132460171758,0.1059392027236097,0.4129698707710729,0.086706683151458,0.9659852676696672,Heavyweight,1982-11-04
eddie wineland,2022-06-18,eddie wineland,69.0,0.497131053668252,3.78928625165192,0.4764331554611653,0.075615948339594,0.3215704867450861,0.017227762536157,0.5868911626948197,Bantamweight,1984-06-26
eddie yagin,2012-04-21,eddie yagin,71.0,0.5019408146852027,4.142956968557584,0.4251781624542074,0.116779659467347,0.3740789934314944,0.033380864772415,0.4082592851231499,Featherweight,
edgar chairez,2026-06-06,edgar chairez,71.0,0.5021088465106673,4.454150987132043,0.5008301222475626,0.0849258479406206,0.3270553904977965,0.0345307318574698,0.5213698881828673,Flyweight,1996-01-27
edgar garcia,2016-01-02,edgar garcia,71.0,0.507,3.865407702267677,0.4122442547567275,0.1815619361372657,0.3463741395674577,0.0097786066532861,0.6020093335797229,Welterweight,1984-02-22
edilberto de oliveira,2007-09-19,edilberto de oliveira,74.0,0.4992497734345955,2.164454899523917,0.4631894455001623,0.1829303044210931,0.3883668062027955,0.0366659990251178,0.5444047292898165,Welterweight,
edimilson souza,2015-11-07,edimilson souza,74.0,0.507,4.471459326748908,0.4203313332463986,0.0609534512390207,0.3635948548939061,0.0217210425421346,0.3812926477728517,Featherweight,1984-10-17
edmen shahbazyan,2026-06-06,edmen shahbazyan,75.0,0.4965603298616985,3.4726188808586778,0.5281624367500841,0.0874733187135922,0.3884727649789639,0.0199165242122957,0.638686110568902,Middleweight,1997-11-20
ednaldo oliveira,2013-08-03,ednaldo oliveira,76.0,0.493,2.5915,0.4164061013686673,0.0507,0.4758637588826268,0.0097,0.979369042602738,Light Heavyweight,1984-02-19
