name,dob,event_date,name_key,source
johnny bedford,1983-01-06,2011-12-03,johnny bedford,odds_frame
josh ferguson,1988-05-13,2011-12-03,josh ferguson,odds_frame
john albert,1986-10-13,2011-12-03,john albert,odds_frame
stephen bass,1982-11-14,2011-12-03,stephen bass,odds_frame
josh clopton,1981-07-11,2011-12-03,josh clopton,odds_frame
yves edwards,1976-09-30,2011-12-03,yves edwards,odds_frame
dennis bermudez,1986-12-13,2011-12-03,dennis bermudez,odds_frame
john dodson,1984-09-26,2011-12-03,john dodson,odds_frame
jason miller,1980-12-24,2011-12-03,jason miller,odds_frame
tony ferguson,1984-02-12,2011-12-03,tony ferguson,odds_frame
roland delorme,1983-12-18,2011-12-03,roland delorme,odds_frame
diego brandao,1987-05-27,2011-12-03,diego brandao,odds_frame
steven siler,1987-02-15,2011-12-03,steven siler,odds_frame
dustin pague,1987-08-05,2011-12-03,dustin pague,odds_frame
louis gaudinot,1984-08-28,2011-12-03,louis gaudinot,odds_frame
krzysztof soszynski,1977-08-02,2011-12-10,krzysztof soszynski,odds_frame
mark bocek,1981-10-24,2011-12-10,mark bocek,odds_frame
jared hamman,1982-03-07,2011-12-10,jared hamman,odds_frame
claude patrick,1980-06-14,2011-12-10,claude patrick,odds_frame
constantinos philippou,1979-11-29,2011-12-10,constantinos philippou,odds_frame
nik lentz,1984-08-13,2011-12-10,nik lentz,odds_frame
dennis hallman,1975-12-02,2011-12-10,dennis hallman,odds_frame
jon jones,1987-07-19,2011-12-10,jon jones,odds_frame
walel watson,1984-07-16,2011-12-10,walel watson,odds_frame
lyoto machida,1978-05-30,2011-12-10,lyoto machida,odds_frame
yves jabouin,1979-05-30,2011-12-10,yves jabouin,odds_frame
brian ebersole,1980-11-27,2011-12-10,brian ebersole,odds_frame
antonio rodrigo nogueira,1976-06-02,2011-12-10,antonio rodrigo nogueira,odds_frame
rogerio nogueira,1976-06-02,2011-12-10,rogerio nogueira,odds_frame
chan sung jung,1987-03-17,2011-12-10,chan sung jung,odds_frame
john cholish,1983-12-17,2011-12-10,john cholish,odds_frame
frank mir,1979-05-24,2011-12-10,frank mir,odds_frame
igor pokrajac,1979-01-02,2011-12-10,igor pokrajac,odds_frame
john makdessi,1985-05-03,2011-12-10,john makdessi,odds_frame
tito ortiz,1975-01-23,2011-12-10,tito ortiz,odds_frame
mitch clarke,1985-11-24,2011-12-10,mitch clarke,odds_frame
mark hominick,1982-07-22,2011-12-10,mark hominick,odds_frame
sean pierson,1976-03-10,2011-12-30,sean pierson,odds_frame
brock lesnar,1977-07-12,2011-12-30,brock lesnar,odds_frame
nate diaz,1985-04-16,2011-12-30,nate diaz,odds_frame
jon fitch,1978-02-24,2011-12-30,jon fitch,odds_frame
vladimir matyushenko,1971-01-04,2011-12-30,vladimir matyushenko,odds_frame
nam phan,1983-03-13,2011-12-30,nam phan,odds_frame
anthony njokuani,1980-03-01,2011-12-30,anthony njokuani,odds_frame
alistair overeem,1980-05-17,2011-12-30,alistair overeem,odds_frame
donald cerrone,1983-03-29,2011-12-30,donald cerrone,odds_frame
dong hyun kim,1981-11-17,2011-12-30,dong hyun kim,odds_frame
junior assuncao,1981-06-24,2011-12-30,junior assuncao,odds_frame
efrain escudero,1986-01-15,2011-12-30,efrain escudero,odds_frame
danny castillo,1979-08-25,2011-12-30,danny castillo,odds_frame
jimy hettes,1987-06-09,2011-12-30,jimy hettes,odds_frame
alexander gustafsson,1987-01-15,2011-12-30,alexander gustafsson,odds_frame
johny hendricks,1983-09-12,2011-12-30,johny hendricks,odds_frame
ross pearson,1984-09-26,2011-12-30,ross pearson,odds_frame
jacob volkmann,1980-09-05,2011-12-30,jacob volkmann,odds_frame
edson barboza,1986-01-21,2012-01-14,edson barboza,odds_frame
jose aldo,1986-09-09,2012-01-14,jose aldo,odds_frame
anthony johnson,1984-03-06,2012-01-14,anthony johnson,odds_frame
chad mendes,1985-05-01,2012-01-14,chad mendes,odds_frame
carlo prater,1981-06-25,2012-01-14,carlo prater,odds_frame
antonio carvalho,1979-05-30,2012-01-14,antonio carvalho,odds_frame
mike pyle,1975-09-18,2012-01-14,mike pyle,odds_frame
terry etim,1986-01-11,2012-01-14,terry etim,odds_frame
vitor belfort,1977-04-01,2012-01-14,vitor belfort,odds_frame
sam stout,1984-04-23,2012-01-14,sam stout,odds_frame
gabriel gonzaga,1979-05-18,2012-01-14,gabriel gonzaga,odds_frame
thiago tavares,1984-11-08,2012-01-14,thiago tavares,odds_frame
ricardo funch,1980-08-14,2012-01-14,ricardo funch,odds_frame
felipe arantes,1988-02-09,2012-01-14,felipe arantes,odds_frame
erick silva,1984-06-21,2012-01-14,erick silva,odds_frame
rousimar palhares,1980-02-26,2012-01-14,rousimar palhares,odds_frame
ednaldo oliveira,1984-02-19,2012-01-14,ednaldo oliveira,odds_frame
mike massenzio,1982-11-01,2012-01-14,mike massenzio,odds_frame
josh neer,1983-03-24,2012-01-20,josh neer,odds_frame
tommy hayden,1986-03-11,2012-01-20,tommy hayden,odds_frame
pat schilling,1988-08-28,2012-01-20,pat schilling,odds_frame
melvin guillard,1983-03-30,2012-01-20,melvin guillard,odds_frame
duane ludwig,1978-08-04,2012-01-20,duane ludwig,odds_frame
mike easton,1984-01-25,2012-01-20,mike easton,odds_frame
pat barry,1979-07-07,2012-01-20,pat barry,odds_frame
kamal shalorus,1972-08-27,2012-01-20,kamal shalorus,odds_frame
charlie brenneman,1981-02-09,2012-01-20,charlie brenneman,odds_frame
daniel pineda,1985-08-06,2012-01-20,daniel pineda,odds_frame
fabricio camoes,1978-12-23,2012-01-20,fabricio camoes,odds_frame
christian morecraft,1986-09-08,2012-01-20,christian morecraft,odds_frame
jim miller,1983-08-30,2012-01-20,jim miller,odds_frame
jared papazian,1988-02-01,2012-01-20,jared papazian,odds_frame
khabib nurmagomedov,1988-09-20,2012-01-20,khabib nurmagomedov,odds_frame
daniel roberts,1980-08-05,2012-01-20,daniel roberts,odds_frame
phil davis,1984-09-25,2012-01-28,phil davis,odds_frame
nik lentz,1984-08-13,2012-01-28,nik lentz,odds_frame
rashad evans,1979-09-25,2012-01-28,rashad evans,odds_frame
chael sonnen,1977-04-03,2012-01-28,chael sonnen,odds_frame
demian maia,1977-11-06,2012-01-28,demian maia,odds_frame
evan dunham,1981-12-18,2012-01-28,evan dunham,odds_frame
michael johnson,1986-06-04,2012-01-28,michael johnson,odds_frame
cub swanson,1983-11-02,2012-01-28,cub swanson,odds_frame
charles oliveira,1989-10-17,2012-01-28,charles oliveira,odds_frame
joey beltran,1981-12-08,2012-01-28,joey beltran,odds_frame
chris camozzi,1986-11-20,2012-01-28,chris camozzi,odds_frame
mike russow,1976-09-11,2012-01-28,mike russow,odds_frame
michael bisping,1979-02-28,2012-01-28,michael bisping,odds_frame
chris weidman,1984-06-17,2012-01-28,chris weidman,odds_frame
shane roller,1979-07-14,2012-01-28,shane roller,odds_frame
lavar johnson,1977-06-11,2012-01-28,lavar johnson,odds_frame
george roop,1981-11-10,2012-01-28,george roop,odds_frame
eric wisely,1984-07-25,2012-01-28,eric wisely,odds_frame
dustin jacoby,1988-04-04,2012-01-28,dustin jacoby,odds_frame
jon olav einemo,1975-12-10,2012-01-28,jon olav einemo,odds_frame
dustin poirier,1989-01-19,2012-02-04,dustin poirier,odds_frame
alex caceres,1988-06-20,2012-02-04,alex caceres,odds_frame
dan stittgen,1980-11-17,2012-02-04,dan stittgen,odds_frame
rafael natal,1982-12-25,2012-02-04,rafael natal,odds_frame
ed herman,1980-10-02,2012-02-04,ed herman,odds_frame
nick diaz,1983-08-02,2012-02-04,nick diaz,odds_frame
josh koscheck,1977-11-30,2012-02-04,josh koscheck,odds_frame
mike pierce,1980-09-01,2012-02-04,mike pierce,odds_frame
carlos condit,1984-04-26,2012-02-04,carlos condit,odds_frame
scott jorgensen,1982-09-17,2012-02-04,scott jorgensen,odds_frame
renan barao,1987-01-31,2012-02-04,renan barao,odds_frame
max holloway,1991-12-04,2012-02-04,max holloway,odds_frame
edwin figueroa,1984-07-31,2012-02-04,edwin figueroa,odds_frame
stephen thompson,1983-02-11,2012-02-04,stephen thompson,odds_frame
michael kuiper,1989-06-07,2012-02-04,michael kuiper,odds_frame
clifford starks,1981-04-25,2012-02-04,clifford starks,odds_frame
roy nelson,1976-06-20,2012-02-04,roy nelson,odds_frame
fabricio werdum,1977-07-30,2012-02-04,fabricio werdum,odds_frame
justin salas,1982-03-13,2012-02-15,justin salas,odds_frame
bernardo magalhaes,1981-04-08,2012-02-15,bernardo magalhaes,odds_frame
walel watson,1984-07-16,2012-02-15,walel watson,odds_frame
philip de fries,1986-04-21,2012-02-15,philip de fries,odds_frame
diego sanchez,1981-12-31,2012-02-15,diego sanchez,odds_frame
stefan struve,1988-02-18,2012-02-15,stefan struve,odds_frame
aaron simpson,1974-07-20,2012-02-15,aaron simpson,odds_frame
jonathan brookins,1985-08-13,2012-02-15,jonathan brookins,odds_frame
ivan menjivar,1982-05-30,2012-02-15,ivan menjivar,odds_frame
anton kuivanen,1984-05-01,2012-02-15,anton kuivanen,odds_frame
tim means,1984-02-20,2012-02-15,tim means,odds_frame
tj dillashaw,1986-02-07,2012-02-15,tj dillashaw,odds_frame
ronny markes,1988-04-21,2012-02-15,ronny markes,odds_frame
dave herman,1984-10-03,2012-02-15,dave herman,odds_frame
jake ellenberger,1985-03-28,2012-02-15,jake ellenberger,odds_frame
john albert,1986-10-13,2012-02-15,john albert,odds_frame
stipe miocic,1982-08-19,2012-02-15,stipe miocic,odds_frame
vagner rocha,1982-06-06,2012-02-15,vagner rocha,odds_frame
norifumi yamamoto,1977-03-15,2012-02-25,norifumi yamamoto,odds_frame
frankie edgar,1981-10-16,2012-02-25,frankie edgar,odds_frame
jake shields,1979-01-09,2012-02-25,jake shields,odds_frame
benson henderson,1983-11-16,2012-02-25,benson henderson,odds_frame
ryan bader,1983-06-07,2012-02-25,ryan bader,odds_frame
cheick kongo,1975-05-17,2012-02-25,cheick kongo,odds_frame
tim boetsch,1981-01-28,2012-02-25,tim boetsch,odds_frame
steve cantwell,1986-12-08,2012-02-25,steve cantwell,odds_frame
eiji mitsuoka,1976-01-01,2012-02-25,eiji mitsuoka,odds_frame
vaughan lee,1982-10-15,2012-02-25,vaughan lee,odds_frame
yoshihiro akiyama,1975-07-29,2012-02-25,yoshihiro akiyama,odds_frame
chris cariaso,1981-05-27,2012-02-25,chris cariaso,odds_frame
hatsu hioki,1983-07-18,2012-02-25,hatsu hioki,odds_frame
takeya mizugaki,1983-12-16,2012-02-25,takeya mizugaki,odds_frame
takanori gomi,1978-09-22,2012-02-25,takanori gomi,odds_frame
anthony pettis,1987-01-27,2012-02-25,anthony pettis,odds_frame
riki fukuda,1981-01-06,2012-02-25,riki fukuda,odds_frame
yushin okami,1981-07-21,2012-02-25,yushin okami,odds_frame
mark hunt,1974-03-23,2012-02-25,mark hunt,odds_frame
quinton jackson,1978-06-20,2012-02-25,quinton jackson,odds_frame
bart palaszewski,1983-05-30,2012-02-25,bart palaszewski,odds_frame
joe lauzon,1984-05-22,2012-02-25,joe lauzon,odds_frame
jake hecht,1984-02-09,2012-03-02,jake hecht,odds_frame
martin kampmann,1982-04-17,2012-03-02,martin kampmann,odds_frame
court mcgee,1984-12-12,2012-03-02,court mcgee,odds_frame
thiago alves,1983-10-03,2012-03-02,thiago alves,odds_frame
joseph benavidez,1984-07-31,2012-03-02,joseph benavidez,odds_frame
demetrious johnson,1986-08-13,2012-03-02,demetrious johnson,odds_frame
james te huna,1981-09-29,2012-03-02,james te huna,odds_frame
mackens semerzier,1980-11-03,2012-03-02,mackens semerzier,odds_frame
cole miller,1984-04-26,2012-03-02,cole miller,odds_frame
oli thompson,1980-01-02,2012-03-02,oli thompson,odds_frame
anthony perosh,1972-10-05,2012-03-02,anthony perosh,odds_frame
kyle noke,1980-03-18,2012-03-02,kyle noke,odds_frame
tj waldburger,1988-04-25,2012-03-02,tj waldburger,odds_frame
andrew craig,1986-01-15,2012-03-02,andrew craig,odds_frame
nick penner,1980-03-26,2012-03-02,nick penner,odds_frame
shawn jordan,1984-10-21,2012-03-02,shawn jordan,odds_frame
steven siler,1987-02-15,2012-03-02,steven siler,odds_frame
daniel pineda,1985-08-06,2012-03-02,daniel pineda,odds_frame
aaron rosa,1983-05-28,2012-03-02,aaron rosa,odds_frame
ian mccall,1984-05-07,2012-03-02,ian mccall,odds_frame
yasuhiro urushitani,1976-09-08,2012-03-02,yasuhiro urushitani,odds_frame
constantinos philippou,1979-11-29,2012-03-02,constantinos philippou,odds_frame
besam yousef,1985-03-25,2012-04-14,besam yousef,odds_frame
siyar bahadurzada,1984-04-17,2012-04-14,siyar bahadurzada,odds_frame
alessio sakara,1981-09-02,2012-04-14,alessio sakara,odds_frame
damacio page,1982-09-30,2012-04-14,damacio page,odds_frame
john maguire,1983-05-19,2012-04-14,john maguire,odds_frame
diego nunes,1982-11-30,2012-04-14,diego nunes,odds_frame
james head,1984-02-09,2012-04-14,james head,odds_frame
tom deblass,1982-05-14,2012-04-14,tom deblass,odds_frame
thiago silva,1982-11-12,2012-04-14,thiago silva,odds_frame
magnus cedenblad,1982-04-10,2012-04-14,magnus cedenblad,odds_frame
yoislandy izquierdo,1984-01-09,2012-04-14,yoislandy izquierdo,odds_frame
francis carmont,1981-10-11,2012-04-14,francis carmont,odds_frame
brad pickett,1978-09-24,2012-04-14,brad pickett,odds_frame
simeon thoresen,1984-03-14,2012-04-14,simeon thoresen,odds_frame
reza madadi,1978-06-20,2012-04-14,reza madadi,odds_frame
cyrille diabate,1973-10-06,2012-04-14,cyrille diabate,odds_frame
papy abedi,1978-06-30,2012-04-14,papy abedi,odds_frame
damarques johnson,1982-06-28,2012-04-14,damarques johnson,odds_frame
paulo thiago,1981-01-25,2012-04-14,paulo thiago,odds_frame
brian stann,1980-09-24,2012-04-14,brian stann,odds_frame
alexander gustafsson,1987-01-15,2012-04-14,alexander gustafsson,odds_frame
dennis siver,1979-01-13,2012-04-14,dennis siver,odds_frame
ben rothwell,1981-10-17,2012-04-21,ben rothwell,odds_frame
keith wisniewski,1981-10-25,2012-04-21,keith wisniewski,odds_frame
mac danzig,1980-01-02,2012-04-21,mac danzig,odds_frame
john makdessi,1985-05-03,2012-04-21,john makdessi,odds_frame
matt brown,1981-01-10,2012-04-21,matt brown,odds_frame
mark bocek,1981-10-24,2012-04-21,mark bocek,odds_frame
miguel torres,1981-01-18,2012-04-21,miguel torres,odds_frame
brendan schaub,1983-03-18,2012-04-21,brendan schaub,odds_frame
rory macdonald,1989-07-22,2012-04-21,rory macdonald,odds_frame
che mills,1982-09-29,2012-04-21,che mills,odds_frame
jon jones,1987-07-19,2012-04-21,jon jones,odds_frame
maximo blanco,1983-10-16,2012-04-21,maximo blanco,odds_frame
chris clements,1976-02-09,2012-04-21,chris clements,odds_frame
efrain escudero,1986-01-15,2012-04-21,efrain escudero,odds_frame
anthony njokuani,1980-03-01,2012-04-21,anthony njokuani,odds_frame
marcus brimage,1985-04-06,2012-04-21,marcus brimage,odds_frame
stephen thompson,1983-02-11,2012-04-21,stephen thompson,odds_frame
john alessio,1979-07-05,2012-04-21,john alessio,odds_frame
michael mcdonald,1991-01-15,2012-04-21,michael mcdonald,odds_frame
chad griggs,1978-05-15,2012-04-21,chad griggs,odds_frame
travis browne,1982-07-17,2012-04-21,travis browne,odds_frame
rashad evans,1979-09-25,2012-04-21,rashad evans,odds_frame
tony ferguson,1984-02-12,2012-05-05,tony ferguson,odds_frame
mike massenzio,1982-11-01,2012-05-05,mike massenzio,odds_frame
roland delorme,1983-12-18,2012-05-05,roland delorme,odds_frame
dennis bermudez,1986-12-13,2012-05-05,dennis bermudez,odds_frame
danny castillo,1979-08-25,2012-05-05,danny castillo,odds_frame
louis gaudinot,1984-08-28,2012-05-05,louis gaudinot,odds_frame
john dodson,1984-09-26,2012-05-05,john dodson,odds_frame
pat barry,1979-07-07,2012-05-05,pat barry,odds_frame
rousimar palhares,1980-02-26,2012-05-05,rousimar palhares,odds_frame
josh koscheck,1977-11-30,2012-05-05,josh koscheck,odds_frame
john hathaway,1987-07-23,2012-05-05,john hathaway,odds_frame
nate diaz,1985-04-16,2012-05-05,nate diaz,odds_frame
karlos vemola,1985-07-03,2012-05-05,karlos vemola,odds_frame
nick denis,1983-10-11,2012-05-05,nick denis,odds_frame
pablo garza,1983-09-16,2012-05-05,pablo garza,odds_frame
john cholish,1983-12-17,2012-05-05,john cholish,odds_frame
john lineker,1990-06-12,2012-05-05,john lineker,odds_frame
tim elliott,1986-12-24,2012-05-05,tim elliott,odds_frame
michael johnson,1986-06-04,2012-05-05,michael johnson,odds_frame
lavar johnson,1977-06-11,2012-05-05,lavar johnson,odds_frame
alan belcher,1984-04-24,2012-05-05,alan belcher,odds_frame
pascal krauss,1987-04-19,2012-05-05,pascal krauss,odds_frame
johny hendricks,1983-09-12,2012-05-05,johny hendricks,odds_frame
jim miller,1983-08-30,2012-05-05,jim miller,odds_frame
amir sadollah,1980-08-27,2012-05-15,amir sadollah,odds_frame
alex soto,1984-02-15,2012-05-15,alex soto,odds_frame
brad tavares,1987-12-21,2012-05-15,brad tavares,odds_frame
jeff curran,1977-09-02,2012-05-15,jeff curran,odds_frame
igor pokrajac,1979-01-02,2012-05-15,igor pokrajac,odds_frame
donald cerrone,1983-03-29,2012-05-15,donald cerrone,odds_frame
cody mckenzie,1987-12-16,2012-05-15,cody mckenzie,odds_frame
chan sung jung,1987-03-17,2012-05-15,chan sung jung,odds_frame
yves jabouin,1979-05-30,2012-05-15,yves jabouin,odds_frame
tj grant,1984-02-26,2012-05-15,tj grant,odds_frame
rafael dos anjos,1984-10-26,2012-05-15,rafael dos anjos,odds_frame
carlo prater,1981-06-25,2012-05-15,carlo prater,odds_frame
jason macdonald,1975-06-03,2012-05-15,jason macdonald,odds_frame
kamal shalorus,1972-08-27,2012-05-15,kamal shalorus,odds_frame
jeff hougland,1978-08-02,2012-05-15,jeff hougland,odds_frame
dustin poirier,1989-01-19,2012-05-15,dustin poirier,odds_frame
tom lawlor,1983-05-15,2012-05-15,tom lawlor,odds_frame
jorge lopez,1988-11-21,2012-05-15,jorge lopez,odds_frame
jeremy stephens,1986-05-25,2012-05-15,jeremy stephens,odds_frame
fabio maldonado,1980-03-17,2012-05-15,fabio maldonado,odds_frame
johnny eduardo,1978-08-03,2012-05-15,johnny eduardo,odds_frame
dongi yang,1984-12-07,2012-05-15,dongi yang,odds_frame
francisco rivera,1981-10-08,2012-05-15,francisco rivera,odds_frame
marcus levesseur,1982-07-17,2012-05-15,marcus levesseur,odds_frame
diego brandao,1987-05-27,2012-05-26,diego brandao,odds_frame
cain velasquez,1982-07-28,2012-05-26,cain velasquez,odds_frame
roy nelson,1976-06-20,2012-05-26,roy nelson,odds_frame
stefan struve,1988-02-18,2012-05-26,stefan struve,odds_frame
stipe miocic,1982-08-19,2012-05-26,stipe miocic,odds_frame
edson barboza,1986-01-21,2012-05-26,edson barboza,odds_frame
jacob volkmann,1980-09-05,2012-05-26,jacob volkmann,odds_frame
mike brown,1975-09-08,2012-05-26,mike brown,odds_frame
junior dos santos,1984-01-30,2012-05-26,junior dos santos,odds_frame
jason miller,1980-12-24,2012-05-26,jason miller,odds_frame
kyle kingsbury,1982-03-22,2012-05-26,kyle kingsbury,odds_frame
paul sass,1988-08-04,2012-05-26,paul sass,odds_frame
frank mir,1979-05-24,2012-05-26,frank mir,odds_frame
antonio silva,1979-09-14,2012-05-26,antonio silva,odds_frame
lavar johnson,1977-06-11,2012-05-26,lavar johnson,odds_frame
shane del rosario,1983-09-23,2012-05-26,shane del rosario,odds_frame
dave herman,1984-10-03,2012-05-26,dave herman,odds_frame
darren elkins,1984-05-16,2012-05-26,darren elkins,odds_frame
daniel pineda,1985-08-06,2012-05-26,daniel pineda,odds_frame
glover teixeira,1979-10-28,2012-05-26,glover teixeira,odds_frame
cb dollaway,1983-08-10,2012-05-26,cb dollaway,odds_frame
jamie varner,1984-10-12,2012-05-26,jamie varner,odds_frame
myles jury,1988-10-31,2012-06-01,myles jury,odds_frame
jake ellenberger,1985-03-28,2012-06-01,jake ellenberger,odds_frame
michael chiesa,1987-12-07,2012-06-01,michael chiesa,odds_frame
jonathan brookins,1985-08-13,2012-06-01,jonathan brookins,odds_frame
max holloway,1991-12-04,2012-06-01,max holloway,odds_frame
daron cruickshank,1985-06-11,2012-06-01,daron cruickshank,odds_frame
cristiano marcello,1977-12-03,2012-06-01,cristiano marcello,odds_frame
justin lawrence,1990-05-15,2012-06-01,justin lawrence,odds_frame
john albert,1986-10-13,2012-06-01,john albert,odds_frame
al iaquinta,1987-04-30,2012-06-01,al iaquinta,odds_frame
charles oliveira,1989-10-17,2012-06-01,charles oliveira,odds_frame
pat schilling,1988-08-28,2012-06-01,pat schilling,odds_frame
chris tickle,1982-02-01,2012-06-01,chris tickle,odds_frame
chris saunders,1986-03-11,2012-06-01,chris saunders,odds_frame
sam sicilia,1986-02-01,2012-06-01,sam sicilia,odds_frame
jeremy larsen,1984-05-18,2012-06-01,jeremy larsen,odds_frame
erik perez,1989-11-19,2012-06-01,erik perez,odds_frame
john cofer,1984-04-29,2012-06-01,john cofer,odds_frame
martin kampmann,1982-04-17,2012-06-01,martin kampmann,odds_frame
joe proctor,1985-08-10,2012-06-01,joe proctor,odds_frame
ian mccall,1984-05-07,2012-06-08,ian mccall,odds_frame
charlie brenneman,1981-02-09,2012-06-08,charlie brenneman,odds_frame
josh neer,1983-03-24,2012-06-08,josh neer,odds_frame
scott jorgensen,1982-09-17,2012-06-08,scott jorgensen,odds_frame
carlos eduardo rocha,1981-07-12,2012-06-08,carlos eduardo rocha,odds_frame
lance benoist,1988-08-26,2012-06-08,lance benoist,odds_frame
jared papazian,1988-02-01,2012-06-08,jared papazian,odds_frame
justin salas,1982-03-13,2012-06-08,justin salas,odds_frame
caio magalhaes,1987-12-14,2012-06-08,caio magalhaes,odds_frame
sean pierson,1976-03-10,2012-06-08,sean pierson,odds_frame
matt grice,1981-07-29,2012-06-08,matt grice,odds_frame
demetrious johnson,1986-08-13,2012-06-08,demetrious johnson,odds_frame
erick silva,1984-06-21,2012-06-08,erick silva,odds_frame
mike pyle,1975-09-18,2012-06-08,mike pyle,odds_frame
eddie wineland,1984-06-26,2012-06-08,eddie wineland,odds_frame
mike pierce,1980-09-01,2012-06-08,mike pierce,odds_frame
seth baczynski,1981-10-26,2012-06-08,seth baczynski,odds_frame
dustin pague,1987-08-05,2012-06-08,dustin pague,odds_frame
tim means,1984-02-20,2012-06-08,tim means,odds_frame
buddy roberts,1982-10-17,2012-06-08,buddy roberts,odds_frame
jake hecht,1984-02-09,2012-06-08,jake hecht,odds_frame
leonard garcia,1979-07-14,2012-06-08,leonard garcia,odds_frame
hatsu hioki,1983-07-18,2012-06-22,hatsu hioki,odds_frame
brian ebersole,1980-11-27,2012-06-22,brian ebersole,odds_frame
nick catone,1981-09-01,2012-06-22,nick catone,odds_frame
gray maynard,1979-05-09,2012-06-22,gray maynard,odds_frame
ross pearson,1984-09-26,2012-06-22,ross pearson,odds_frame
steven siler,1987-02-15,2012-06-22,steven siler,odds_frame
cj keith,1986-08-09,2012-06-22,cj keith,odds_frame
sam stout,1984-04-23,2012-06-22,sam stout,odds_frame
joey gambino,1988-10-26,2012-06-22,joey gambino,odds_frame
ken stone,1982-10-08,2012-06-22,ken stone,odds_frame
ramsey nijem,1988-04-01,2012-06-22,ramsey nijem,odds_frame
dustin pague,1987-08-05,2012-06-22,dustin pague,odds_frame
clay guida,1981-12-08,2012-06-22,clay guida,odds_frame
dan miller,1981-06-30,2012-06-22,dan miller,odds_frame
tj waldburger,1988-04-25,2012-06-22,tj waldburger,odds_frame
spencer fisher,1976-05-09,2012-06-22,spencer fisher,odds_frame
cub swanson,1983-11-02,2012-06-22,cub swanson,odds_frame
brock jardine,1985-07-10,2012-06-22,brock jardine,odds_frame
rick story,1984-08-28,2012-06-22,rick story,odds_frame
chris camozzi,1986-11-20,2012-06-22,chris camozzi,odds_frame
ricardo funch,1980-08-14,2012-06-22,ricardo funch,odds_frame
ricardo lamas,1982-05-21,2012-06-22,ricardo lamas,odds_frame
wagner campos,1981-07-31,2012-06-23,wagner campos,odds_frame
hugo viana,1982-09-26,2012-06-23,hugo viana,odds_frame
rodrigo damm,1980-02-03,2012-06-23,rodrigo damm,odds_frame
mike russow,1976-09-11,2012-06-23,mike russow,odds_frame
milton vieira,1978-10-04,2012-06-23,milton vieira,odds_frame
sergio moraes,1982-07-23,2012-06-23,sergio moraes,odds_frame
felipe arantes,1988-02-09,2012-06-23,felipe arantes,odds_frame
cezar ferreira,1985-02-15,2012-06-23,cezar ferreira,odds_frame
fabricio werdum,1977-07-30,2012-06-23,fabricio werdum,odds_frame
anistavio medeiros,1988-05-01,2012-06-23,anistavio medeiros,odds_frame
john teixeira,1986-11-18,2012-06-23,john teixeira,odds_frame
marcos vinicius,1979-12-05,2012-06-23,marcos vinicius,odds_frame
rich franklin,1974-10-05,2012-06-23,rich franklin,odds_frame
wanderlei silva,1976-07-03,2012-06-23,wanderlei silva,odds_frame
chael sonnen,1977-04-03,2012-07-07,chael sonnen,odds_frame
patrick cote,1980-02-29,2012-07-07,patrick cote,odds_frame
demian maia,1977-11-06,2012-07-07,demian maia,odds_frame
riki fukuda,1981-01-06,2012-07-07,riki fukuda,odds_frame
khabib nurmagomedov,1988-09-20,2012-07-07,khabib nurmagomedov,odds_frame
ivan menjivar,1982-05-30,2012-07-07,ivan menjivar,odds_frame
fabricio camoes,1978-12-23,2012-07-07,fabricio camoes,odds_frame
gleison tibau,1983-10-07,2012-07-07,gleison tibau,odds_frame
melvin guillard,1983-03-30,2012-07-07,melvin guillard,odds_frame
constantinos philippou,1979-11-29,2012-07-07,constantinos philippou,odds_frame
chad mendes,1985-05-01,2012-07-07,chad mendes,odds_frame
dong hyun kim,1981-11-17,2012-07-07,dong hyun kim,odds_frame
cung le,1972-05-25,2012-07-07,cung le,odds_frame
anderson silva,1975-04-14,2012-07-07,anderson silva,odds_frame
cody mckenzie,1987-12-16,2012-07-07,cody mckenzie,odds_frame
rafaello oliveira,1982-01-26,2012-07-07,rafaello oliveira,odds_frame
mike easton,1984-01-25,2012-07-07,mike easton,odds_frame
yoislandy izquierdo,1984-01-09,2012-07-07,yoislandy izquierdo,odds_frame
issei tamura,1984-03-12,2012-07-11,issei tamura,odds_frame
kenny robertson,1984-02-14,2012-07-11,kenny robertson,odds_frame
joey beltran,1981-12-08,2012-07-11,joey beltran,odds_frame
chris weidman,1984-06-17,2012-07-11,chris weidman,odds_frame
francis carmont,1981-10-11,2012-07-11,francis carmont,odds_frame
karlos vemola,1985-07-03,2012-07-11,karlos vemola,odds_frame
mark munoz,1978-02-09,2012-07-11,mark munoz,odds_frame
james te huna,1981-09-29,2012-07-11,james te huna,odds_frame
aaron simpson,1974-07-20,2012-07-11,aaron simpson,odds_frame
andrew craig,1986-01-15,2012-07-11,andrew craig,odds_frame
marcelo guimaraes,1983-06-25,2012-07-11,marcelo guimaraes,odds_frame
damacio page,1982-09-30,2012-07-11,damacio page,odds_frame
chris cariaso,1981-05-27,2012-07-11,chris cariaso,odds_frame
rafael natal,1982-12-25,2012-07-11,rafael natal,odds_frame
raphael assuncao,1982-07-19,2012-07-11,raphael assuncao,odds_frame
rafael dos anjos,1984-10-26,2012-07-11,rafael dos anjos,odds_frame
vaughan lee,1982-10-15,2012-07-11,vaughan lee,odds_frame
dan stittgen,1980-11-17,2012-07-11,dan stittgen,odds_frame
tj dillashaw,1986-02-07,2012-07-11,tj dillashaw,odds_frame
josh ferguson,1988-05-13,2012-07-11,josh ferguson,odds_frame
